symbol,time,signal,score,price
QQQ,2026-03-24 13:10:00-04:00,BUY PUT,80,583.24
QQQ,2026-03-24 13:40:00-04:00,BUY PUT,85,582.77
QQQ,2026-03-24 13:55:00-04:00,BUY PUT,80,584.55
QQQ,2026-03-24 14:25:00-04:00,BUY CALL,85,584.95
QQQ,2026-03-24 14:30:00-04:00,BUY CALL,85,585.46
QQQ,2026-03-24 14:35:00-04:00,BUY CALL,85,586.97
QQQ,2026-03-24 15:10:00-04:00,BUY CALL,85,586.28
QQQ,2026-03-24 15:50:00-04:00,BUY PUT,85,583.58
QQQ,2026-03-24 15:55:00-04:00,BUY PUT,80,583.93
QQQ,2026-03-25 09:30:00-04:00,BUY CALL,85,589.93
QQQ,2026-03-25 09:35:00-04:00,BUY CALL,85,590.34
QQQ,2026-03-25 09:40:00-04:00,BUY CALL,80,589.6
QQQ,2026-03-25 09:45:00-04:00,BUY CALL,80,588.86
QQQ,2026-03-25 09:50:00-04:00,BUY CALL,80,587.64
QQQ,2026-03-25 10:00:00-04:00,BUY CALL,80,588.28
QQQ,2026-03-25 10:05:00-04:00,BUY CALL,80,588.83
QQQ,2026-03-25 10:10:00-04:00,BUY CALL,85,589.72
QQQ,2026-03-25 12:20:00-04:00,BUY CALL,75,588.81
QQQ,2026-03-25 13:25:00-04:00,BUY CALL,85,589.09
QQQ,2026-03-25 13:35:00-04:00,BUY CALL,85,589.69
QQQ,2026-03-25 13:40:00-04:00,BUY CALL,100,589.97
QQQ,2026-03-26 09:30:00-04:00,BUY PUT,85,581.8
QQQ,2026-03-26 09:35:00-04:00,BUY PUT,85,580.52
QQQ,2026-03-26 09:40:00-04:00,BUY PUT,80,582.57
QQQ,2026-03-26 09:45:00-04:00,BUY PUT,80,582.84
QQQ,2026-03-26 09:50:00-04:00,BUY PUT,80,584.37
QQQ,2026-03-26 09:55:00-04:00,BUY PUT,80,583.99
QQQ,2026-03-26 10:10:00-04:00,BUY PUT,80,583.95
QQQ,2026-03-26 10:40:00-04:00,BUY PUT,85,581.83
QQQ,2026-03-26 10:45:00-04:00,BUY PUT,85,581.52
QQQ,2026-03-26 10:50:00-04:00,BUY PUT,100,580.54
QQQ,2026-03-26 11:15:00-04:00,BUY PUT,85,580.75
QQQ,2026-03-26 12:15:00-04:00,BUY PUT,80,580.4
QQQ,2026-03-26 12:25:00-04:00,BUY PUT,85,579.04
QQQ,2026-03-26 13:40:00-04:00,BUY PUT,85,576.98
QQQ,2026-03-26 13:55:00-04:00,BUY PUT,85,575.56
QQQ,2026-03-26 14:50:00-04:00,BUY PUT,80,576.19
QQQ,2026-03-26 15:05:00-04:00,BUY PUT,100,574.96
QQQ,2026-03-26 15:10:00-04:00,BUY PUT,80,575.0
QQQ,2026-03-26 15:15:00-04:00,BUY PUT,80,575.4
QQQ,2026-03-26 15:30:00-04:00,BUY PUT,100,574.6
QQQ,2026-03-26 15:35:00-04:00,BUY PUT,80,574.68
QQQ,2026-03-26 15:40:00-04:00,BUY PUT,80,574.39
QQQ,2026-03-26 15:45:00-04:00,BUY PUT,80,574.47
QQQ,2026-03-26 15:50:00-04:00,BUY PUT,85,573.61
QQQ,2026-03-27 09:30:00-04:00,BUY PUT,85,568.64
QQQ,2026-03-27 13:05:00-04:00,BUY PUT,80,566.77
QQQ,2026-03-27 13:15:00-04:00,BUY PUT,85,565.54
QQQ,2026-03-27 13:20:00-04:00,BUY PUT,85,565.22
QQQ,2026-03-27 13:25:00-04:00,BUY PUT,85,564.19
QQQ,2026-03-27 13:40:00-04:00,BUY PUT,85,563.91
QQQ,2026-03-27 13:50:00-04:00,BUY PUT,80,563.86
QQQ,2026-03-27 14:40:00-04:00,BUY PUT,80,563.83
QQQ,2026-03-27 14:50:00-04:00,BUY PUT,85,563.1
QQQ,2026-03-27 15:00:00-04:00,BUY PUT,85,562.8
QQQ,2026-03-27 15:40:00-04:00,BUY PUT,100,562.59
QQQ,2026-03-27 15:45:00-04:00,BUY PUT,100,562.33
QQQ,2026-03-27 15:50:00-04:00,BUY PUT,80,562.48
QQQ,2026-03-27 15:55:00-04:00,BUY PUT,80,562.5
QQQ,2026-03-30 09:55:00-04:00,BUY PUT,85,562.37
QQQ,2026-03-30 11:15:00-04:00,BUY PUT,85,562.5
QQQ,2026-03-30 12:15:00-04:00,BUY PUT,85,562.47
QQQ,2026-03-30 12:20:00-04:00,BUY PUT,85,562.3
QQQ,2026-03-30 12:25:00-04:00,BUY PUT,85,561.66
QQQ,2026-03-30 13:10:00-04:00,BUY PUT,85,561.01
QQQ,2026-03-30 13:15:00-04:00,BUY PUT,85,560.72
QQQ,2026-03-30 13:25:00-04:00,BUY PUT,85,559.77
QQQ,2026-03-30 13:30:00-04:00,BUY PUT,85,559.3
QQQ,2026-03-30 13:35:00-04:00,BUY PUT,80,559.99
QQQ,2026-03-30 14:25:00-04:00,BUY PUT,85,558.73
QQQ,2026-03-30 14:45:00-04:00,BUY PUT,85,558.48
QQQ,2026-03-30 14:50:00-04:00,BUY PUT,85,558.13
QQQ,2026-03-30 15:05:00-04:00,BUY PUT,85,556.82
QQQ,2026-03-30 15:10:00-04:00,BUY PUT,85,556.1
QQQ,2026-03-30 15:45:00-04:00,BUY PUT,80,557.41
QQQ,2026-03-30 15:50:00-04:00,BUY PUT,80,558.24
QQQ,2026-03-31 13:00:00-04:00,BUY CALL,85,575.35
QQQ,2026-03-31 13:15:00-04:00,BUY CALL,85,575.98
QQQ,2026-03-31 13:35:00-04:00,BUY CALL,80,574.2
QQQ,2026-03-31 14:35:00-04:00,BUY CALL,85,575.7
QQQ,2026-03-31 14:55:00-04:00,BUY CALL,80,575.78
QQQ,2026-03-31 15:10:00-04:00,BUY CALL,85,576.38
QQQ,2026-03-31 15:15:00-04:00,BUY CALL,80,576.49
QQQ,2026-03-31 15:20:00-04:00,BUY CALL,80,576.8
QQQ,2026-03-31 15:35:00-04:00,BUY CALL,85,577.12
QQQ,2026-03-31 15:45:00-04:00,BUY CALL,85,577.81
QQQ,2026-03-31 15:50:00-04:00,BUY CALL,80,577.13
QQQ,2026-03-31 15:55:00-04:00,BUY CALL,80,577.19
QQQ,2026-04-01 09:30:00-04:00,BUY CALL,85,583.14
QQQ,2026-04-01 13:00:00-04:00,BUY CALL,85,587.59
QQQ,2026-04-01 13:55:00-04:00,BUY PUT,75,585.76
QQQ,2026-04-01 15:50:00-04:00,BUY CALL,80,584.38
QQQ,2026-04-02 09:30:00-04:00,BUY PUT,85,574.55
QQQ,2026-04-02 13:10:00-04:00,BUY CALL,85,583.35
QQQ,2026-04-02 14:50:00-04:00,BUY CALL,85,583.29
QQQ,2026-04-02 15:40:00-04:00,BUY CALL,80,583.1
QQQ,2026-04-02 15:45:00-04:00,BUY CALL,80,583.27
QQQ,2026-04-02 15:50:00-04:00,BUY CALL,85,584.53
QQQ,2026-04-02 15:55:00-04:00,BUY CALL,85,584.96
QQQ,2026-04-06 09:30:00-04:00,BUY CALL,85,588.34
QQQ,2026-04-06 10:00:00-04:00,BUY CALL,80,586.8
QQQ,2026-04-06 11:50:00-04:00,BUY CALL,85,587.61
QQQ,2026-04-06 12:30:00-04:00,BUY CALL,85,587.58
QQQ,2026-04-06 12:35:00-04:00,BUY CALL,85,587.66
QQQ,2026-04-06 13:10:00-04:00,BUY PUT,75,585.26
QQQ,2026-04-06 14:15:00-04:00,BUY CALL,100,587.78
QQQ,2026-04-06 14:20:00-04:00,BUY CALL,85,588.21
QQQ,2026-04-06 15:45:00-04:00,BUY CALL,85,588.54
QQQ,2026-04-06 15:50:00-04:00,BUY CALL,80,588.14
QQQ,2026-04-06 15:55:00-04:00,BUY CALL,80,588.53
QQQ,2026-04-07 12:00:00-04:00,BUY CALL,100,584.08
QQQ,2026-04-07 12:20:00-04:00,BUY CALL,85,584.49
QQQ,2026-04-07 13:15:00-04:00,BUY CALL,80,584.48
QQQ,2026-04-07 13:30:00-04:00,BUY CALL,85,585.32
QQQ,2026-04-07 13:35:00-04:00,BUY CALL,100,586.05
QQQ,2026-04-07 14:40:00-04:00,BUY PUT,75,583.82
QQQ,2026-04-07 15:15:00-04:00,BUY CALL,75,585.89
QQQ,2026-04-07 15:40:00-04:00,BUY CALL,85,585.61
QQQ,2026-04-07 15:45:00-04:00,BUY CALL,100,586.63
QQQ,2026-04-07 15:50:00-04:00,BUY CALL,80,587.62
QQQ,2026-04-07 15:55:00-04:00,BUY CALL,85,588.72
QQQ,2026-04-08 09:30:00-04:00,BUY CALL,85,607.75
QQQ,2026-04-08 11:45:00-04:00,BUY CALL,85,605.8
QQQ,2026-04-08 12:00:00-04:00,BUY CALL,85,606.34
QQQ,2026-04-08 14:00:00-04:00,BUY CALL,85,606.8
QQQ,2026-04-08 14:05:00-04:00,BUY CALL,85,607.06
QQQ,2026-04-08 14:40:00-04:00,BUY PUT,75,604.33
QQQ,2026-04-08 15:50:00-04:00,BUY CALL,75,604.91
QQQ,2026-04-08 15:55:00-04:00,BUY CALL,100,605.92
QQQ,2026-04-09 09:30:00-04:00,BUY CALL,80,604.62
QQQ,2026-04-09 11:10:00-04:00,BUY CALL,85,605.77
QQQ,2026-04-09 11:15:00-04:00,BUY CALL,100,606.36
QQQ,2026-04-09 11:30:00-04:00,BUY CALL,85,606.95
QQQ,2026-04-09 11:55:00-04:00,BUY CALL,85,608.57
QQQ,2026-04-09 12:00:00-04:00,BUY CALL,85,609.71
QQQ,2026-04-09 12:50:00-04:00,BUY CALL,85,608.89
QQQ,2026-04-09 13:05:00-04:00,BUY CALL,85,609.4
QQQ,2026-04-09 13:15:00-04:00,BUY CALL,85,609.83
QQQ,2026-04-09 13:35:00-04:00,BUY CALL,85,610.01
QQQ,2026-04-09 15:10:00-04:00,BUY CALL,100,609.34
QQQ,2026-04-09 15:20:00-04:00,BUY CALL,80,609.25
QQQ,2026-04-09 15:25:00-04:00,BUY CALL,80,609.38
QQQ,2026-04-09 15:30:00-04:00,BUY CALL,85,609.89
QQQ,2026-04-09 15:50:00-04:00,BUY CALL,85,610.44
QQQ,2026-04-10 09:30:00-04:00,BUY CALL,85,612.31
QQQ,2026-04-10 10:15:00-04:00,BUY CALL,85,612.27
QQQ,2026-04-10 10:20:00-04:00,BUY CALL,85,612.45
QQQ,2026-04-10 10:30:00-04:00,BUY CALL,85,612.74
QQQ,2026-04-10 11:20:00-04:00,BUY CALL,85,613.6
QQQ,2026-04-10 11:55:00-04:00,BUY PUT,75,610.6
QQQ,2026-04-10 15:00:00-04:00,BUY CALL,85,610.8
QQQ,2026-04-10 15:10:00-04:00,BUY CALL,85,611.29
QQQ,2026-04-10 15:15:00-04:00,BUY CALL,85,611.35
QQQ,2026-04-10 15:20:00-04:00,BUY CALL,80,611.28
QQQ,2026-04-10 15:25:00-04:00,BUY CALL,80,611.32
QQQ,2026-04-10 15:30:00-04:00,BUY CALL,80,611.01
QQQ,2026-04-10 15:35:00-04:00,BUY CALL,80,610.74
QQQ,2026-04-10 15:40:00-04:00,BUY CALL,80,610.89
QQQ,2026-04-10 15:45:00-04:00,BUY CALL,80,610.71
QQQ,2026-04-10 15:50:00-04:00,BUY CALL,80,610.7
QQQ,2026-04-10 15:55:00-04:00,BUY CALL,80,611.02
QQQ,2026-04-13 09:30:00-04:00,BUY PUT,75,609.59
QQQ,2026-04-13 10:00:00-04:00,BUY CALL,100,611.88
QQQ,2026-04-13 10:30:00-04:00,BUY CALL,85,611.57
QQQ,2026-04-13 10:40:00-04:00,BUY CALL,85,611.87
QQQ,2026-04-13 10:55:00-04:00,BUY CALL,85,612.71
QQQ,2026-04-13 11:35:00-04:00,BUY CALL,85,612.42
QQQ,2026-04-13 12:20:00-04:00,BUY CALL,85,612.78
QQQ,2026-04-13 12:25:00-04:00,BUY CALL,100,613.49
QQQ,2026-04-13 12:30:00-04:00,BUY CALL,80,613.42
QQQ,2026-04-13 12:35:00-04:00,BUY CALL,80,613.53
QQQ,2026-04-13 12:40:00-04:00,BUY CALL,80,613.42
QQQ,2026-04-13 12:45:00-04:00,BUY CALL,80,613.91
QQQ,2026-04-13 14:45:00-04:00,BUY CALL,100,614.74
QQQ,2026-04-13 14:50:00-04:00,BUY CALL,100,615.09
QQQ,2026-04-13 15:20:00-04:00,BUY CALL,85,615.3
QQQ,2026-04-13 15:30:00-04:00,BUY CALL,85,615.7
QQQ,2026-04-13 15:50:00-04:00,BUY CALL,85,616.9
QQQ,2026-04-13 15:55:00-04:00,BUY CALL,85,617.32
QQQ,2026-04-14 09:30:00-04:00,BUY CALL,85,621.72
QQQ,2026-04-14 10:10:00-04:00,BUY CALL,85,623.04
QQQ,2026-04-14 10:50:00-04:00,BUY CALL,85,624.05
QQQ,2026-04-14 11:15:00-04:00,BUY CALL,85,623.9
QQQ,2026-04-14 11:20:00-04:00,BUY CALL,100,624.22
QQQ,2026-04-14 11:25:00-04:00,BUY CALL,100,624.46
QQQ,2026-04-14 11:35:00-04:00,BUY CALL,100,624.97
QQQ,2026-04-14 11:40:00-04:00,BUY CALL,85,625.16
QQQ,2026-04-14 12:20:00-04:00,BUY CALL,85,626.46
QQQ,2026-04-14 13:30:00-04:00,BUY CALL,80,627.35
QQQ,2026-04-14 13:35:00-04:00,BUY CALL,85,627.47
QQQ,2026-04-14 13:40:00-04:00,BUY CALL,100,627.58
QQQ,2026-04-14 15:15:00-04:00,BUY CALL,85,627.72
QQQ,2026-04-14 15:20:00-04:00,BUY CALL,100,628.03
QQQ,2026-04-14 15:55:00-04:00,BUY CALL,85,628.54
QQQ,2026-04-15 09:30:00-04:00,BUY CALL,85,629.03
QQQ,2026-04-15 09:40:00-04:00,BUY CALL,80,628.35
QQQ,2026-04-15 09:55:00-04:00,BUY CALL,85,630.22
QQQ,2026-04-15 10:00:00-04:00,BUY CALL,85,630.34
QQQ,2026-04-15 10:30:00-04:00,BUY CALL,85,631.81
QQQ,2026-04-15 10:45:00-04:00,BUY CALL,85,632.45
QQQ,2026-04-15 11:40:00-04:00,BUY CALL,100,633.44
QQQ,2026-04-15 12:05:00-04:00,BUY CALL,85,633.84
QQQ,2026-04-15 12:20:00-04:00,BUY CALL,85,634.37
QQQ,2026-04-15 14:55:00-04:00,BUY CALL,85,635.81
QQQ,2026-04-15 15:30:00-04:00,BUY CALL,85,636.93
QQQ,2026-04-15 15:55:00-04:00,BUY CALL,85,637.36
QQQ,2026-04-16 09:30:00-04:00,BUY CALL,85,638.15
QQQ,2026-04-16 10:30:00-04:00,BUY CALL,85,637.68
QQQ,2026-04-16 10:45:00-04:00,BUY CALL,85,638.66
QQQ,2026-04-16 11:10:00-04:00,BUY CALL,85,639.94
QQQ,2026-04-16 13:40:00-04:00,BUY CALL,85,640.76
QQQ,2026-04-16 14:05:00-04:00,BUY PUT,75,638.47
QQQ,2026-04-16 15:50:00-04:00,BUY CALL,80,640.24
QQQ,2026-04-17 09:30:00-04:00,BUY CALL,85,645.09
QQQ,2026-04-17 12:30:00-04:00,BUY CALL,85,649.71
QQQ,2026-04-17 14:05:00-04:00,BUY PUT,75,647.42
QQQ,2026-04-17 15:40:00-04:00,BUY CALL,100,648.6
QQQ,2026-04-17 15:50:00-04:00,BUY CALL,80,648.42
QQQ,2026-04-17 15:55:00-04:00,BUY CALL,100,648.78
QQQ,2026-04-20 09:30:00-04:00,BUY CALL,80,648.39
QQQ,2026-04-20 10:40:00-04:00,BUY PUT,75,645.6
QQQ,2026-04-20 10:50:00-04:00,BUY PUT,75,645.03
QQQ,2026-04-20 13:05:00-04:00,BUY CALL,80,645.41
QQQ,2026-04-20 13:15:00-04:00,BUY CALL,85,645.93
QQQ,2026-04-20 13:50:00-04:00,BUY CALL,85,646.28
QQQ,2026-04-20 14:05:00-04:00,BUY CALL,85,646.33
QQQ,2026-04-20 14:10:00-04:00,BUY CALL,80,646.26
QQQ,2026-04-20 14:20:00-04:00,BUY CALL,85,646.64
QQQ,2026-04-20 14:25:00-04:00,BUY CALL,80,646.49
QQQ,2026-04-20 14:35:00-04:00,BUY CALL,80,646.01
QQQ,2026-04-20 14:45:00-04:00,BUY CALL,80,646.5
QQQ,2026-04-20 14:50:00-04:00,BUY CALL,100,646.76
QQQ,2026-04-20 15:45:00-04:00,BUY CALL,80,646.27
QQQ,2026-04-20 15:55:00-04:00,BUY CALL,100,646.77
QQQ,2026-04-21 09:30:00-04:00,BUY CALL,100,647.22
QQQ,2026-04-21 09:35:00-04:00,BUY CALL,80,646.77
QQQ,2026-04-21 11:00:00-04:00,BUY PUT,75,645.56
QQQ,2026-04-21 14:55:00-04:00,BUY CALL,80,646.34
QQQ,2026-04-21 15:00:00-04:00,BUY CALL,80,646.67
QQQ,2026-04-21 15:10:00-04:00,BUY CALL,80,646.59
QQQ,2026-04-21 15:25:00-04:00,BUY CALL,85,647.63
QQQ,2026-04-21 15:35:00-04:00,BUY CALL,80,646.26
QQQ,2026-04-21 15:40:00-04:00,BUY PUT,75,642.75
QQQ,2026-04-22 09:30:00-04:00,BUY CALL,75,648.81
QQQ,2026-04-22 10:00:00-04:00,BUY CALL,85,650.28
QQQ,2026-04-22 10:10:00-04:00,BUY CALL,85,651.14
QQQ,2026-04-22 10:15:00-04:00,BUY CALL,85,651.71
QQQ,2026-04-22 11:20:00-04:00,BUY CALL,85,652.88
QQQ,2026-04-22 13:00:00-04:00,BUY CALL,100,653.01
QQQ,2026-04-22 13:05:00-04:00,BUY CALL,85,653.17
QQQ,2026-04-22 13:10:00-04:00,BUY CALL,100,653.45
QQQ,2026-04-22 13:20:00-04:00,BUY CALL,100,653.96
QQQ,2026-04-22 13:45:00-04:00,BUY CALL,80,654.02
QQQ,2026-04-22 13:55:00-04:00,BUY CALL,80,653.78
QQQ,2026-04-22 14:15:00-04:00,BUY CALL,80,653.47
QQQ,2026-04-22 15:15:00-04:00,BUY CALL,100,654.28
QQQ,2026-04-22 15:40:00-04:00,BUY CALL,80,654.41
QQQ,2026-04-22 15:45:00-04:00,BUY CALL,100,654.64
QQQ,2026-04-22 15:50:00-04:00,BUY CALL,85,655.14
QQQ,2026-04-22 15:55:00-04:00,BUY CALL,80,655.08
QQQ,2026-04-23 09:45:00-04:00,BUY CALL,85,655.11
QQQ,2026-04-23 10:50:00-04:00,BUY CALL,85,654.92
QQQ,2026-04-23 10:55:00-04:00,BUY CALL,85,655.45
QQQ,2026-04-23 11:50:00-04:00,BUY CALL,80,654.73
QQQ,2026-04-23 12:30:00-04:00,BUY CALL,85,655.78
QQQ,2026-04-23 13:00:00-04:00,BUY PUT,75,653.49
QQQ,2026-04-23 15:55:00-04:00,BUY CALL,75,651.41
QQQ,2026-04-24 09:30:00-04:00,BUY CALL,85,658.78
QQQ,2026-04-24 09:35:00-04:00,BUY CALL,85,659.39
QQQ,2026-04-24 10:40:00-04:00,BUY CALL,85,659.46
QQQ,2026-04-24 10:45:00-04:00,BUY CALL,85,659.71
QQQ,2026-04-24 10:55:00-04:00,BUY CALL,85,660.39
QQQ,2026-04-24 13:50:00-04:00,BUY CALL,85,663.89
QQQ,2026-04-24 14:05:00-04:00,BUY CALL,80,663.51
QQQ,2026-04-24 14:30:00-04:00,BUY CALL,80,663.25
QQQ,2026-04-24 14:35:00-04:00,BUY CALL,85,663.33
QQQ,2026-04-24 14:45:00-04:00,BUY CALL,80,663.08
QQQ,2026-04-24 15:00:00-04:00,BUY CALL,85,663.44
QQQ,2026-04-24 15:10:00-04:00,BUY CALL,85,664.09
QQQ,2026-04-24 15:15:00-04:00,BUY CALL,100,664.3
QQQ,2026-04-24 15:20:00-04:00,BUY CALL,80,663.88
QQQ,2026-04-24 15:30:00-04:00,BUY CALL,80,663.62
QQQ,2026-04-24 15:50:00-04:00,BUY CALL,100,664.1
QQQ,2026-04-24 15:55:00-04:00,BUY CALL,80,663.91
QQQ,2026-04-27 12:15:00-04:00,BUY CALL,85,662.85
QQQ,2026-04-27 12:20:00-04:00,BUY CALL,80,662.5
QQQ,2026-04-27 13:05:00-04:00,BUY CALL,80,663.26
QQQ,2026-04-27 13:20:00-04:00,BUY CALL,80,663.17
QQQ,2026-04-27 13:30:00-04:00,BUY CALL,85,664.07
QQQ,2026-04-27 14:10:00-04:00,BUY CALL,80,663.9
QQQ,2026-04-27 14:15:00-04:00,BUY CALL,80,663.97
QQQ,2026-04-27 14:30:00-04:00,BUY CALL,80,663.77
QQQ,2026-04-27 15:30:00-04:00,BUY CALL,85,663.85
QQQ,2026-04-27 15:45:00-04:00,BUY CALL,85,664.23
QQQ,2026-04-27 15:50:00-04:00,BUY CALL,80,664.13
QQQ,2026-04-28 13:30:00-04:00,BUY CALL,85,656.02
QQQ,2026-04-28 13:35:00-04:00,BUY CALL,85,656.3
QQQ,2026-04-28 14:15:00-04:00,BUY CALL,85,657.42
QQQ,2026-04-28 14:20:00-04:00,BUY CALL,85,657.68
QQQ,2026-04-28 15:05:00-04:00,BUY CALL,85,658.7
QQQ,2026-04-28 15:15:00-04:00,BUY CALL,80,657.99
QQQ,2026-04-28 15:20:00-04:00,BUY CALL,80,657.96
QQQ,2026-04-29 09:50:00-04:00,BUY CALL,85,659.05
QQQ,2026-04-29 10:20:00-04:00,BUY CALL,85,659.47
QQQ,2026-04-29 10:35:00-04:00,BUY CALL,85,660.93
QQQ,2026-04-29 11:25:00-04:00,BUY CALL,85,660.24
QQQ,2026-04-29 12:15:00-04:00,BUY PUT,75,658.68
QQQ,2026-04-29 14:50:00-04:00,BUY CALL,80,659.7
QQQ,2026-04-29 14:55:00-04:00,BUY CALL,100,660.72
QQQ,2026-04-29 15:00:00-04:00,BUY CALL,80,660.41
QQQ,2026-04-29 15:15:00-04:00,BUY CALL,85,661.29
QQQ,2026-04-29 15:30:00-04:00,BUY CALL,80,660.27
QQQ,2026-04-29 15:55:00-04:00,BUY CALL,100,661.6
QQQ,2026-04-30 09:30:00-04:00,BUY CALL,100,661.99
QQQ,2026-04-30 09:40:00-04:00,BUY CALL,80,662.0
QQQ,2026-04-30 09:45:00-04:00,BUY CALL,80,661.49
QQQ,2026-04-30 10:55:00-04:00,BUY CALL,85,662.29
QQQ,2026-04-30 11:00:00-04:00,BUY CALL,85,662.76
QQQ,2026-04-30 11:05:00-04:00,BUY CALL,85,663.37
QQQ,2026-04-30 12:10:00-04:00,BUY CALL,85,664.02
QQQ,2026-04-30 12:50:00-04:00,BUY CALL,80,662.62
QQQ,2026-04-30 13:05:00-04:00,BUY CALL,100,663.98
QQQ,2026-04-30 13:10:00-04:00,BUY CALL,100,664.43
QQQ,2026-04-30 13:25:00-04:00,BUY CALL,85,664.78
QQQ,2026-04-30 13:30:00-04:00,BUY CALL,85,665.26
QQQ,2026-04-30 13:35:00-04:00,BUY CALL,80,665.64
QQQ,2026-04-30 15:05:00-04:00,BUY CALL,85,667.58
QQQ,2026-04-30 15:10:00-04:00,BUY CALL,85,668.03
QQQ,2026-04-30 15:35:00-04:00,BUY CALL,80,668.17
QQQ,2026-04-30 15:40:00-04:00,BUY CALL,85,668.49
QQQ,2026-04-30 15:45:00-04:00,BUY CALL,80,668.42
QQQ,2026-04-30 15:50:00-04:00,BUY CALL,80,668.08
QQQ,2026-05-01 09:30:00-04:00,BUY CALL,85,671.61
QQQ,2026-05-01 09:35:00-04:00,BUY CALL,85,672.46
QQQ,2026-05-01 09:40:00-04:00,BUY CALL,85,672.93
QQQ,2026-05-01 09:55:00-04:00,BUY CALL,85,674.94
QQQ,2026-05-01 10:45:00-04:00,BUY CALL,80,673.81
QQQ,2026-05-01 11:35:00-04:00,BUY CALL,85,675.32
QQQ,2026-05-01 13:15:00-04:00,BUY CALL,85,675.01
QQQ,2026-05-01 13:20:00-04:00,BUY CALL,85,675.06
QQQ,2026-05-01 14:10:00-04:00,BUY CALL,80,674.35
QQQ,2026-05-01 14:15:00-04:00,BUY CALL,80,674.48
QQQ,2026-05-01 15:20:00-04:00,BUY CALL,100,675.11
QQQ,2026-05-01 15:25:00-04:00,BUY CALL,100,675.55
QQQ,2026-05-01 15:30:00-04:00,BUY CALL,80,675.27
QQQ,2026-05-01 15:35:00-04:00,BUY CALL,80,675.1
